sample_id,input,target
724_3,"Honestly , although the processor of Honor 50 is not the flagship , the user experience is much better than that of the garbage K40 . It is simply a complete victory .","Honor 50:experience:much better:pos, K40:experience:much better:neg"
724_4,"Hello , what is the full blood iron triangle ?",notarget:none:none:none
724_5,Iqooz5,notarget:none:none:none
724_6,So you 're bashing friend businessmen ? Or are you bashing this today 's guy ? [ pick nose ],notarget:none:none:none
725_0,"Pi brother , which one to choose between 12u under - screen and mix5 ~",notarget:none:none:none
725_1,Depends on demand,notarget:none:none:none
725_2,"What 's the difference between the two , bro",notarget:none:none:none
725_3,Comprehensive selection 12ULTRA,12ULTRA:Comprehensive:selection:pos
725_4,Is this means caught the under - screen version ?,notarget:none:none:none
725_5,It seems that many bloggers have said that there is an under - screen version [ doge ],notarget:none:none:none
725_6,But no one is sure when to release,notarget:none:none:none
725_7,But mix5 has pro [ thinking ] [ thinking ],notarget:none:none:none
725_8,Ah . . You made me hesitate again [ Yunbei ],notarget:none:none:none
725_9,"One is March and another one is August , wait if you can , and the mix photo is not good",mix:photo:not good:neg
726_0,"So which one is more worth buying , Huawei mate40 or Honor magic3 or OnePlus 9 pro 🙉 🙉",notarget:none:none:none
726_1,"Oneplus 9pro screen is good , I use honor , but it 's pro",Oneplus 9pro:screen:good:pos
726_2,How about magic3pro ? How much did you pay for it ?,notarget:none:none:none
726_3,"I bought 4866 from the first launch , the process is stable , and the photos are good , the most important thing is that playing games is not hot . I used Xiaomi 11u before , and it 's hot to death [ allow sad ] [ allow sad ]",notarget:none:none:none
726_4,"[ It 's not simple ] It feels all good , what 's your need ?",notarget:none:none:none
726_5,"Take pictures but rarely take selfies . The daily storage file memory should be large , and the appearance of the mobile phone is also important 🙉 Apple is also considered , but I do n't know what to buy",Apple:appearance:important:pos
726_6,I think these three models are OK .,notarget:none:none:none
727_0,"How can there be so much offline profit space of 600 yuan you said ? First , although Huaxing 's 120Hz dynamic refresh rate 12bit 1100NIT custom A+ screen is domestic , not better than OPPO 's reddish 90Hz E3 screen ? Second , symmetrical speakers Third , 6.28 - sized fuselage placed 4500 batteries ( Same size Meizu 18 with only 4000 ) with new stacking processes . These do n't spend money ? These are not better than OPPO and Master Explorer Edition ?",notarget:none:none:none
727_1,"The floor host is right , blogger do n't think that you are very clever , everything is just as what you said ? Consumers have no steelyard in their hearts ? [ doge ]",notarget:none:none:none
727_2,It feels like you 're cross - casting to smear [ split ] But I have no evidence .,notarget:none:none:none
727_3,"Haha , the Xiaomi 12 itself is good this time . The small screen and large battery can attract many people , not to mention the configuration is good in all aspects .","Xiaomi 12:screen:attract many people:pos, Xiaomi 12:battery:large:pos, Xiaomi 12:configuration:good:pos"
727_4,I suggest that you first figure out what this 1100nit is before you try to troll it ?,notarget:none:none:none
727_5,"Who is troll with you , you splashed dirty water , I just corrected you .",notarget:none:none:none
728_0,"Can I ask weakly , is the k40 much stronger than the note9 ?",notarget:none:none:none
728_1,"It is definitely stronger than the note9 , and also stronger than the note9pro , but it is not recommended to change to the k40 because the k50 will be released soon , but the k40 12 + 256 is only 1859 . You totally can buy it , the k40 's processor is much better t han the note9","k40:processor:much better t:pos, note9:processor:much better t:neg"
728_2,"Well , thank you , all of you are talking about K50 , is K50 really a lot stronger?It should n't be very low in the price , right ?",notarget:none:none:none
728_3,"[ doge ] Are there so many requirements to buy at this price , enough to play games and daily use is enough",notarget:none:none:none
728_4,"It 's ridiculously strong , it 's totally beat the note9pro on experience",note9pro:experience:totally beat:neg
728_5,I 'm so envious,notarget:none:none:none
728_6,The positioning is quite different . The note series is a mid - to - low - end machine that is just sufficient in all aspects . The large frame of the K - series is basically the mid - to - high - end machine configuration of the past year or so plus the latest flagship processor .,notarget:none:none:none
729_0,"First of all , there is no Meizu 17 in it",notarget:none:none:none
729_1,"My own understanding is that p40p ranks third so high , which is better than Meizu 17 . I do n't believe it . That does n't mean it 's clear that you have 17 on your list . In other words , if the 17 is better than the third - place p40p on the list , why have n't they been evaluated together .",notarget:none:none:none
729_2,"However , the battery life of 995 's mate30pro 5 G is really good , and the same as 995 's p40p does not feel unreasonable",mate30pro 5G:battery life:good:pos
729_3,The battery life of the Mate series is much better than that of the P. I said that the p40p and Xiaomi Mi 11 are because of the comparison . The two machines around me have poor battery life and ca n't compare with my own 17 .,"Mate series:battery life:much better:pos, p40p:battery life:poor:neg, Xiaomi Mi 11:battery life:poor:neg"
729_4,I did n't say 17 in your review . This is obvious .,notarget:none:none:none
729_5,""" What 's the matter , it 's clearly in my manuscript "" [ doge][doge ]",notarget:none:none:none
730_0,"It 's over , but I ca n't say [ split ]",notarget:none:none:none
730_1,"NEX5 is not as good at taking pictures as x80Pro+ , and it is not as fast charging as iQOO9 series , and it is thick and heavy . Why should I have it ? [ Sweat ]","x80Pro+:taking pictures:good:pos, NEX5:taking pictures:good:neg, iQOO9 series:charging:fast:pos"
730_2,"The overall positioning is different . The charging is definitely faster than the X80 Pro+ , and the camera is definitely better than the iQOO9 series . After all , the core selling point of the X series is images , and the biggest selling point of the iQOO9 series is 100 - watt high - speed charging . NEX5 will not grab all the exclusive selling points of these two , and NEX5 will definitely have exclusive configurations that neither the X80 series nor the iQOO9 series have .","X80 Pro+:charging:definitely faster:neg, iQOO9 series:charging:selling point:pos"
730_3,100 watts for sure,notarget:none:none:none
730_4,"Say , what will they do to you , you coward",notarget:none:none:none
730_5,"Chang Shenteng : If you give him 2 million , he will immediately say",notarget:none:none:none
730_6,"2 million , which refers to US dollars , Zhanbao 's reputation is broken , and there will be no market in the future [ call call][call call ]",notarget:none:none:none
730_7,Ca n't you disclose whether it is a traditional hole - digging high - quality screen or an upgraded version of the screen ? [ disappointment ],notarget:none:none:none
730_8,nex basically excludes digging .,notarget:none:none:none
731_0,"The Xiaomi Mi 11 Pro is obviously much better , the main camera is better , and 8MP is also a potential .",Mi 11 Pro:main camera:better:pos
731_1,What does periscope mean ? Is n't it the same as a telephoto lens ?,notarget:none:none:none
731_2,Telephoto is divided into periscope telephoto and ordinary telephoto[doge]Periscope telephoto can do a larger optical zoom factor[doge ],notarget:none:none:none
731_3,"What did you shoot with 3x ? I do n't think 5x is more commonly used than 3x . The far aperture of periscope shooting is small , the ordinary aperture is large , and it is trash with the telephoto , but the 11p periscope telephoto with the same small bottom aperture and smaller aperture really does not need to be praised . just as bad",11p:aperture:not need to be praised:neg
731_4,How is the main camera better ? [ doge ],notarget:none:none:none
731_5,"The main camera is the same gn2 as 11u , you would n't think it 's still 100 million pixels , right ?",notarget:none:none:none
731_6,"The hardware is good , but actually it can only be said to be about the same , it is not necessary to say that it is better [ doge ]",notarget:none:none:none
731_7,"In the professional mode , the ultra - wide angle will use GN2 to fill the middle part , and the edge will be processed by the ultra - wide angle .",notarget:none:none:none
732_0,"When it comes to weight , I 've have nothing to say about Apple . [ Allow sad ] The battery is not too big , the bottom of the camera is not too big , there is no periscope , there is no soaking plate for heat dissipation , and the body is not made of ceramics or other heavy material . How did it get 238g[allow sadness ] [ allow sadness ] [ allow sadness ]","Apple:weight:have nothing to say:neg, Apple:battery:not too big:neg, Apple:camera:not too big:neg, Apple:heat dissipation:no soaking plate:neg"
732_1,"[ doge ] Stainless steel frame , can it not be heavy ? The aluminum used in 13 is much lighter . The pro with the same measurements costs 200 +",notarget:none:none:none
732_2,What is the meaning of stainless steel ? [ Allow sad ] [ Allow sad ] Can you really feel the difference between bright stainless steel and bright aluminum alloy ? [ Allow sad ],notarget:none:none:none
732_3,"If you feel it carefully , you can feel that stainless steel is more advanced , but I still feel that Apple is deliberately differentiating [ doge][doge][doge ]",notarget:none:none:none
732_4,That fancy but stainless steel frame [ doge ],notarget:none:none:none
732_5,"Mainly it is the stainless steel which is heavy . I heard that titanium alloy will be used in two years , and it will be lighter at that time .",notarget:none:none:none
733_0,"12 series is Qualcomm , 12promax battery is very strong , it is acceptable that it takes 1.5 hours to charge full , with 20W ! The screen is a top - level Samsung screen . At present , the best screen besides Samsung 's flagship is the iPhone screen .","12promax:battery:very strong:pos, 12promax:screen:top-level:pos"
733_1,"The Apple screen on sale now is not good , there is nothing . It is not good enough if the 13 or 12s does not have a 2K+120Hz screen .","Apple:screen:not good:neg, 13:screen:not good enough:neg, 12s:screen:not good enough:neg"
733_2,"Are you serious ? You have to know that only the flagships of iPhone and Samsung can use M - series materials for screens . Now , the best material for domestic mobile phones is E4 , which is also the best screen you can buy except Samsung and Apple . . But compared with M , there is still a big gap 😂",notarget:none:none:none
733_3,"It 's true that the M series is better than the E series , but how big can the gap be ? Can you see it from everyday experience ? But 2K+120Hz is real . While , it is difficultor Apple to use 2K+120 due to the small battery .It will not give you a good experience , even it has a good screen .",Apple:battery:small:neg
733_4,"It is really critical to change the baseband . The signal problem made me think that my mobile phone is a copycat phone . I checked online and found that it is a common problem . The xr also supports 18W. I bought Pinsheng Quick Charge with 18W , it charges much faster .",xr:charges:much faster:pos
733_5,"Indeed , Qualcomm 's 5 g baseband is still very powerful , at least where Huawei has a network , the iPhone also has a networknow 😂",notarget:none:none:none
734_0,It 's better to add two hundred and buy a mi8,notarget:none:none:none
734_1,Does the Mi 8 have an appearance at all ?,Mi 8:appearance:at all:other
734_2,"What Mi 8 , it is iPhone X Youth Edition !",notarget:none:none:none
734_3,[ Yun Bei ] [ Good ],notarget:none:none:none
734_4,worst cell phone ever !,notarget:none:none:none
734_5,Just the experience is better than this one,notarget:none:none:none
735_0,"Yes , I am also very worried about this , it is unable to maintain in time , whatever . For example , the camera algorith m and desktop sliding experience of 10S is not at the same level as Xiaomi Mi 10 , alas","10S:camera algorith:not at the same level:neg, 10S:desktop sliding:not at the same level:neg, Xiaomi Mi 10:camera algorith:not at the same level:pos, Xiaomi Mi 10:desktop sliding:not at the same level:pos"
735_1,"What price corresponds to what adaptation [ doge ] , can you expect it to have all - round adaptation , just as same as the flagship machine ?",notarget:none:none:none
735_2,"The key is that the first product is also more than 3,000 [ allow sadness ] , the optimization is completely unworthy of this price",notarget:none:none:none
735_3,"[ Yunbei ] Actually , thinking about it now , the so - called cost - effective models , optimized and adapted are all the same as abandoned babies .",notarget:none:none:none
735_4,"I still want to buy 10S , brother , what is the difference between 10S and 10 or is there any castrated ? [ Love you ]",notarget:none:none:none
735_5,"The optimization experience is different anyway , It is so bad that it takes 10 s for just sliding back to the desktop on a desktop . Also , the algorithm for taking pictures is pretty bad . There is no difference in other respects , it works well","10 s:experience:so bad:neg, 10 s:algorithm for taking pictures:pretty bad:neg"
736_0,"The screen , Samsung , vivo and OPPO flagships are all better than Apple 's screen , but Apple 's screen is not garbage , I think Huawei is better than Apple in taking pictures , and Apple is better than Huawei in video","Samsung:screen:better:pos, vivo:screen:better:pos, OPPO:screen:better:pos, Apple:screen:better:neg, Apple:screen:not garbage:other, Huawei:taking pictures:better:pos, Apple:taking pictures:better:neg, Apple:video:better:pos, Huawei:video:better:neg"
736_1,"Come on , I just replaced the vivo flagship with the 8p inside , and I was drunk at the first sight of the screen . It 's 108,000 miles away from 8p .",vivo:screen:drunk:neg
736_2,"Laugh , who ca n't talk nonsense",notarget:none:none:none
736_3,"Do you think everyone just opens their mouths and talk nonsense just like you ? Remember , people evil like you are only a few .",notarget:none:none:none
736_4,"Samsung is strong is understandable , forget the others .",notarget:none:none:none
736_5,"It 's funny , you can compare it offline then you can know . Apple 's screen is the same as Huawei 's flagship screen . It can only be considered strong , and it ca n't touch the top","Apple:screen:same:other, Huawei:screen:same:other, Apple:screen:can't touch the top:other, Apple:screen:considered strong:pos"
737_0,"Just the screen should make it be passed . It 's not that Samsung does n't give Huawei screens . When mate30 , it said that it supports domestic screens , but there are better BOE screens made in China but they do n't use . Mate40 was also use a garbage screen , and the overall quality ? The screen ? motor ? speaker ? Only taking pictures can boast , even taking pictures is not the strongest","Huawei:screen:make it be passed:neg, Mate40:screen:garbage:neg, Mate40:taking pictures:not the strongest:other"
737_1,"Let me put it this way , until now I want to replace the mobile phone in my hand , but none of them can impress me . ( In the process , I bought 11Ultra , V70Pro+ , etc . , and returned them after trying them out . I considered the fruit 13 series , Mi MIX4 , iQOO9Pro , OnePlus 10 series , etc . , and gave up after comprehensive weighing ) . There is no perfect mobile phone , only the ( main ) mobile phone that is more suitable for you after comprehensive weighing .",notarget:none:none:none
737_2,"+1 , after buying mate40RS , I bought findx3p , mpp , iqoo8p , one plus 9p these flagships , as well as iqoo7 , one plus 9R , except for the 870 straight screen 9R , which is reserved for playing games , only the mpp bought in June and the new bought plus 9P were kept [ allow sad ]",notarget:none:none:none
737_3,[ Handshake ] [ Hand hands ],notarget:none:none:none
737_4,"All items are not the top , but the experience together is better than yours . You also know that you only used the P10 . If you have n't bought a new machine , do n't talk nonsense there . I also have the OnePlus 9P . I just used it for a week , and I am ready to put it away to bite the dust [ dig nose ]",notarget:none:none:none
737_5,? [ Confused ],notarget:none:none:none
738_0,"Budget 2500 , want to take pictures better , memory 256 , screen eye protection , which mobile phone is better to buy ? [ laugh cry ]",notarget:none:none:none
738_1,Realme Master Explorer Edition,notarget:none:none:none
738_2,2500 ca n't buy the realme Master Explorer Edition 256 [ laugh cry ],notarget:none:none:none
738_3,"2689 , two hundred more , you can consider the real me gt",notarget:none:none:none
738_4,Xiaomi CIVI,notarget:none:none:none
738_5,"Okay , thank you",notarget:none:none:none
739_0,"Not suitable for the main machine , it will definitely overheat to make you explode",notarget:none:none:none
739_1,"Troll brainlessly , right ? I 've been using Meizu 15 for a month , and I have n't felt any fever after playing eat chicken for 2 3 hours in a row .",Meizu 15:fever:haven't felt:pos
739_2,"I have used five Meizu mobile phones , and they are really overheated , since mx3 . My Samsung mobile phone will arrive today . Because of Meizu 's fever and poor signal , I ca n't recommend Meizu mobile phones to anyone around me .",Meizu:signal:poor:neg
739_3,"The overheating was really serious before , but the Meizu 15 is really okay in terms of heat , but the performance is relatively poor .","Meizu 15:heat:okay:other, Meizu 15:performance:relatively poor:neg"
739_4,"A professional forwarding lottery person , just use what you win , the probability of winning is so low , do n't be picky .",notarget:none:none:none
739_5,"If I win the lottery , then I will use it naturally . I just want to say that before Meizu 16 , Meizu has not come up with a good solution to heat problem . Only Meizu 16 began to use copper pipes to dissipate heat .",notarget:none:none:none
739_6,"Handheld 15p , it 's not as bad as you said , do n't read a few posts and feel like you know everything",notarget:none:none:none
739_7,How hot can 660 be ?,notarget:none:none:none
739_8,"That 's all , continue to play the glory of king[eat melon ]",notarget:none:none:none
740_0,"Dami , this year OnePlus is basically small repair and small supplements . The most important photos and screens basically have not changed . I suspect that this screen is just the last year 9Pro 's screen been adjusted . The main camera of the camera is the same as the 9Pro , the optical focus is not as good as before , and the telephoto . . . .I wo n't say more , this year it is a bit of a mistake , Qualcomm has been disappointing for two consecutive years , and I am forced to nail the 8Pro . . . If Qualcomm still not good next year , I will buy the iPhone 14 Pro directly","OnePlus:photos:basically have not changed:neg, OnePlus:screens:basically have not changed:neg, OnePlus:screen:last year:neg, OnePlus:main camera of the camera:same:neg, OnePlus:telephoto:won't say more:neg, OnePlus:optical focus:not as good as:neg"
740_1,"Last year 9pro was also quite bad , I feel that 8pro is also backwards",notarget:none:none:none
740_2,"The 8Pro has upgraded the main camera and upgraded the light angle . The 3x optical zoom also has independent anti - shake . The screen is better than the previous generation 7Pro . The 865 has no high power consumption and is quite stable . It really do n't have any problem 😂 😂 The 8Pro bought at 618 last year for more than 3,000 is really a great deal . I bought it during 618 in the first year and spent more than 5,000 .",8Pro:screen:better:pos
740_3,"Yeah , I mean 8pro is better than 9pro , not even worse than 10",notarget:none:none:none
740_4,There is also a reason for Qualcomm went to seed . The Snapdragon 8gen1 chip should be much more expensive than the 888 in the same period . It can only castrate other places to be forced to cut prices .,notarget:none:none:none
740_5,"Ay , Android has been really difficult for the past two years , forcing me to buy an iPhone",notarget:none:none:none
740_6,"Next year , the nuvia acquired by Qualcomm will come in handy . I 'm looking forward to it , but I do n't know if it will be released in the first half or the second half of the year .",notarget:none:none:none
741_0,[ doge ] Does coarse grain have a Samsung solution under the screen ?,notarget:none:none:none
741_1,"With the effect of Fold3 , do n't count on Samsung in the short term about under the screen [ allow sad ]",Fold3:under the screen:don't count:neg
741_2,"Depends on the trade - offs , Samsung did it for the imaging of the front camera , Xiaomi is purely to hide the front camera , so the effect of the front camera is far worse than that of Samsung .","Xiaomi:camera:far worse:neg, Samsung:camera:far worse:pos"
741_3,"Just bragging , Samsung 's screen is blindfolded to lie to the nose , and the imaging effect is not very good","Samsung:screen:blindfolded to lie to the nose:neg, Samsung:imaging effect:not very good:neg"
741_4,Samsung 's under - screen camera is more obvious than punch hole,notarget:none:none:none
741_5,"Samsung 's own under - screen is not as good as the domestic screen manufacturer 's solution [ doge ] failed and did not dare to market [ allow sad ] Samsung 's current best e5 flexible screen [ doge ] can also solve folding , etc .",Samsung:screen:failed:neg
742_0,How on earth about one plus 9r ? Is it worth buying a second - hand minimum configuration for two thousand ? @Dami evaluation,notarget:none:none:none
742_1,"At 618 , I bought a black , top version for my mother . She used it very well . The battery can last for a day . Every time I went home and looked at her phone , it did n't carelessly download any software .",notarget:none:none:none
742_2,"I originally wanted to buy a second - hand s20 for 2000 , but I 'm fear of screen problems so I bought a 9r .",notarget:none:none:none
742_3,"The battery life of the s20 is very poor , but I am very satisfied in other aspects , so I have been using it as the main machine",s20:battery life:very poor:neg
742_4,I bought a 12 + 256 for my dad and he used it very well,notarget:none:none:none
742_5,The texture and feel are much better than k40 and neo5 . I do n't know how the Realme neo2 is . It seems will be very strong .,notarget:none:none:none
742_6,"The texture and feel are really good , the direct screen film is also easy to film , the warranty is still long , and it comes with a two - year warranty",notarget:none:none:none
742_7,618 2600 to buy the top with 9R is really cost - effective,notarget:none:none:none
742_8,"To be a backup machine , it does n't need that high memory",notarget:none:none:none
743_0,"The k40 is the cheapest among these . 8 + 128 Pinxixi 1579 , which should be the first choice .",notarget:none:none:none
743_1,"Handheld k40 , screen is too bad",k40:screen:too bad:neg
743_2,"It 's really screen , a rag screen",notarget:none:none:none
743_3,"What else do you want with only more than 1,000 ? Do you want 2KE5 ? Do you want 199 ? [ Puzzled][Puzzled ]",notarget:none:none:none
743_4,Where is this price,notarget:none:none:none
743_5,"If it were me , I would buy this 12 + 256 , 1799",notarget:none:none:none
743_6,Why did n't I find it ...,notarget:none:none:none
743_7,"Holding the k40 , the system persuades me quit [ black line ]",k40:system:persuades me quit:neg
743_8,"I have n't encountered any bugs with the K40 except for sometimes dropping frames . I do n't have any problems . Looking at the Internet , I even suspect that I 'm using another mobile phone .",notarget:none:none:none
744_0,"The recent new phones all look like a bunch of homogeneous things with no desire to buy . If it goes on like this , after my mate20p is broken , I will just downgrade and buy a low - end Honor .",notarget:none:none:none
744_1,"Same m20p , now look at what I use [ doge ] Wait until next year to see if Huawei can make it out , if not , I will have to use Apple",notarget:none:none:none
744_2,K40 is quite worth it if you buy it at a reduced price . But I heard that the previous system version is not easy to use . My spare machine is realme Q3 PRO [ doge ],K40:system:not easy to use:neg
744_3,"There are really many bugs in MIUI 12.5 , it got stuck twice today",MIUI 12.5:bugs:many:neg
744_4,Now the domestic product is not as good as the mate20pro,notarget:none:none:none
744_5,"My mate is that the battery is not good . I changed it once . Recently , it always prompts that there is a fault [ cracked ] and because of the epidemic it can not be repaired .",mate:battery:not good:neg
745_0,"Samsung 's high refresh rate experience is very good , but buy with caution [ dig nose ]",Samsung:high refresh rate experience:very good:pos
745_1,Why,notarget:none:none:none
745_2,"The cooling and battery life suck , no push service , rigid animations , and the system is full of machine - translated content . Samsung is doomed . If you do n't really love Samsung , do n't touch it . ps : my note20u did nothing this morning . Direct black screen , return to the factory tomorrow [ allow sad ]",Samsung:animations:rigid:neg
745_3,How many has good battery life with the 2k 120 both turned on ? The animation is indeed not the same level as Apple .,"120:battery life:How many has good:other, Apple:animation:not the same level as:pos"
745_4,What 's wrong with Samsung ? I want to buy a Hong Kong version on Double Eleven to use ! [ two ha ],notarget:none:none:none
745_5,"It 's not very suitable for me [ Yun Bei ] It is probably in different directions with iOS , iOS is to help you make all the choices , Samsung leaves the choices to you , and the system translation is a mess [ doge ] You can experience it if you have n't used it before .",Samsung:system translation:a mess:neg
746_0,"Stupid tax , this was beaten by the enhanced version of the k40 , narrower chin , smaller digging holes , cooler pop - up buttons , lighter and thinner hand feel , more comprehensive system , cheaper price , give me a reason do n't buy k40 enhanced version [ eat melon ]","enhanced version of the k40:chin:narrower:pos, enhanced version of the k40:digging holes:smaller:pos, enhanced version of the k40:buttons:cooler:pos, k40 enhanced version:hand feel:lighter:pos, k40 enhanced version:hand feel:thinner:pos, k40 enhanced version:system:more comprehensive:pos, k40 enhanced version:price:cheaper:pos"
746_1,"Brag , Dimensity also brags",notarget:none:none:none
746_2,"1200 to play normal games is half - and - half with 870 , okay ?","1200:games:half-and-half:other, 870:games:half-and-half:other"
746_3,"The frame rate of the game may be half - and - half , but the power consumption of the game is absolutely 7:3 . I have used two MediaTek phones in the past few years , but now I am really scared . Back then , the Green Factory MediaTek p60 and Qualcomm 660 were used on the same phone , and they said that the performance is similar , which is outrageous [ doge ]",notarget:none:none:none
746_4,K40 g is Dimensity ...,notarget:none:none:none
746_5,"1200 is really not bad , you will know after using it",notarget:none:none:none
746_6,"If it is really similar , I will give two options , 870 and 1200 . Guess which side has more people [ doge ]",notarget:none:none:none
746_7,"Coincidentally , I have a k40 g [ hee hee ] The screen sucks",k40g:screen:sucks:neg
746_8,"Everyone 's eyes feel different , you 're right",notarget:none:none:none
746_9,"It does n't matter , it 's a cheap phone anyway",notarget:none:none:none
747_0,"The adjustment of the blue and green two major factories is not as good as Huawei and Honor , but much better than the world 's top 500 companies",blue and green:adjustment:not as good as:neg
747_1,"When you say this , please take a look at findx3p 's too overheated to doubt life when playing games . The battery life also too suck","findx3p:playing games:too overheated to doubt life:neg, findx3p:battery life:suck:neg"
747_2,"You said this , which 888 is not hot when playing games , who is the first 888 to burn the motherboard , just tell the truth",notarget:none:none:none
747_3,But this yours is hotter than the grain factory . Does it have something to do with whether it burn the motherboard ? Overheated but ca n't be scolded ?,notarget:none:none:none
747_4,Voltage regulation is the same as 888 mobile phone,notarget:none:none:none
747_5,Chang Shenteng : Do n't look at the frame rate ?,notarget:none:none:none
747_6,Have you look ? 11 very stable,notarget:none:none:none
747_7,Use another machine before you bark !,notarget:none:none:none
747_8,"The current k30u is very good , I use it without any problem",notarget:none:none:none
748_0,There are always people saying that the signal is poor . But I 've never had a bad signal when using it .,notarget:none:none:none
748_1,"11Pro , no signal when entering the supermarket [ Erha ]",notarget:none:none:none
748_2,It may be the problem with the operator 's deployment of base stations .,notarget:none:none:none
748_3,"Do n't whitewash it . Where other phones have signals , only Apple does n't . Is this also the operator 's problem ?",Apple:signals:doesn't:neg
748_4,"It really does n't feel much if do n't play games . When I play games , I 'm so anxious that I want to smash my phone [ two ha ]",notarget:none:none:none
748_5,Wi - Fi around me is all pretty good . But I do n't play games much,notarget:none:none:none
748_6,"Wi - Fi does not feel like a big problem , but the traffic signal is obviously not as strong as other mobile phones , even not as good as iPhone7",notarget:none:none:none
748_7,"My XS is really bad , and I am using Android at hand . There is no comparison , no harm",notarget:none:none:none
748_8,"XS encountered several times , I ca n't open the payment code when I check out , and there are many people in the back , which is very embarrassing",notarget:none:none:none
748_9,"I lie in one place at home , sometimes the video ca n't be swiped , and the Weibo ca n't be swiped when I click on it [ laugh ha ha ] [ laugh ha ha ]",notarget:none:none:none
749_0,"Will the photo be cut ? [ Haha ] My m40p has been upgraded from emui to Hongmeng , and the camera and battery life have been cut [ haha ] laughed to death","m40p:camera:been cut:neg, m40p:battery life:been cut:neg"
749_1,"The negative optimization of photos is really an old tradition of Huawei . Back then , the P10 Plus was negatively optimized all the way to EMUI 9.1 .",Huawei:photos:negative optimization:neg
749_2,"I 'm really convinced . Back then , the dark light is the best , but now there 's a lot of color noise in the dark light , and the telephoto is n't as good as it used to be . Alas , the 9000 is comfortable to use , it 's really annoying that Qualcomm was going to seed , there is no good soc to change the phone",notarget:none:none:none
749_3,"So I have already changed iPhone early , I have used P10P for more than three years , and the negative optimization has not been solved [ black line ]",P10P:negative optimization:not been solved:neg
749_4,"Me too , I really do n't know why , especially taking pictures , the focus is too slow after Hongmeng , and the video shooting process is stuck , but after shooting , it looks normal . There was no such thing before .",Hongmeng:focus:too slow:neg
749_5,Probably want you to buy p50 [ doge ] hahaha,notarget:none:none:none
750_0,"According to our internal estimates , the volume is about 90 % of the huge motor on the iPhone 12 Pro Max . Upgraded from traditional electric drive to electromagnetic drive , it should be the most capable motor at present",iPhone 12 Pro Max:motor:most capable:pos
750_1,Which motor is the largest in the history of Apple ?,notarget:none:none:none
750_2,XS MAX is the largest,notarget:none:none:none
750_3,Is it better than iPhone 13 Pro max [ cute ],notarget:none:none:none
750_4,The 13pm motor is worse than the previous generation,13pm:motor:worse:neg
750_5,Which motor is not driven by electromagnetic force ?,notarget:none:none:none
750_6,I am also puzzled by his statement . I guess that the rotary motor is replaced by a linear motor .,notarget:none:none:none
751_0,"MIUI13 battery life screwed up , and the experience is not good , please fire Jin Fan","MIUI13:battery life:screwed up:neg, MIUI13:experience:not good:neg"
751_1,"See , what kind of people are Xiaomi users now , Xiaomi needs to serve these people , why do you join in the fun ? "" We do n't want experience , we only need hand feel "" , "" There are too many anti - fans , we must kick all of them out "" , "" The mobile phones are qualified when they leave the factory , so there is a problem in your hands . "" Ha ha ha ha",notarget:none:none:none
751_2,I really do n't know how you managed to be shameful on Weibo [ doge ],notarget:none:none:none
751_3,"Because I bought the 11 , it burned the WiFi ; I bought the 12Pro , and the Xiaomi community was attacked by the Internet . Go to the Xiaomi community to see by yourself , go to JD.com to see the responses to the bad reviews , and learn about the loyal army . Oh , you do n't need to understand , because you 're just a soldier , and you say that we normal people are shamed everywhere , it 's really funny ! 🤣",11:WiFi:burned:neg
751_4,"It has only happened once in nine years , what more do you want ?",notarget:none:none:none
751_5,"I died laughing , bragging at the press conference , but what is it like in reality , where did the confidence of being "" indistinguishable from ios "" go ?",notarget:none:none:none
751_6,"You can just use other products yourself , then it 's done ? [ Pick nose ]",notarget:none:none:none
751_7,"The last time I bought Xiaomi , the 9 - year Mi fan is going to leave . If you can , you can buy my broken mobile phone and I will change it immediately [ laugh cry ]",notarget:none:none:none
752_0,But it is said that 12 batteries . . . It seems to be charging three times a day ? [ tears ],12:batteries:charging three times a day:neg
752_1,"My 12 just arrived . I basically do n't watch videos at work . Check Douban , Weibo , WeChat and Taobao at work . From 10 am to 9 pm , I still have 30 % electricity when I go home .",notarget:none:none:none
752_2,How is the experience of 12 ? ?,notarget:none:none:none
752_3,"To be honest , I do n't feel anything , it just take pictures very well , nothing else is special hahahaha , because I always use Apple , so I do n't feel anything special",notarget:none:none:none
752_4,I just charge it three times a day [ two ha ],notarget:none:none:none
752_5,No way,notarget:none:none:none
753_0,I also switched from mate 30 pro to 13 pro . After upgrading Hongmeng 's mate30pro signal is not as good as iPhone . I could n't take it anymore,"mate30pro:signal:not as good as:neg, iPhone:signal:not as good as:pos"
753_1,"I do n't believe this , fortunately I 'm using it",notarget:none:none:none
753_2,"If you do n't believe it , I have no way . At that time , the signal of Hongmeng really make me headache . I do n't know if it is to control power consumption . It does n't work anyway . Then I sold it",Hongmeng:signal:make me headache:neg
753_3,"Mate30p , what version is it ? Sell or not",notarget:none:none:none
753_4,"Now both mobile phones are used , still the 30pro signal is better [ allow sad ]",30pro:signal:better:pos
753_5,"At that time , the signal was very bad , and many people in the club reported that , it was not only me . Then I sold it . Maybe the later version has been updated it well",notarget:none:none:none
753_6,"It was true when it was first upgraded , and the battery was bad , but it will be fine later on .",notarget:none:none:none
754_0,"Huawei mate20x feels completely enough , no need [ doge ]",notarget:none:none:none
754_1,"Same Mate20X user , I like big [ DOGE ]",Mate20X:big:like:pos
